lang,data_status,trait_clean,raw_contrasts,recommended_status,strict_status,flag,adaptation_note
cy,dropped_quality,Usage of Active Voice,Active / Passive,direct,direct,,
cy,dropped_quality,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
cy,dropped_quality,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
cy,dropped_quality,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
cy,dropped_quality,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
cy,dropped_quality,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
cy,dropped_quality,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
cy,dropped_quality,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
cy,dropped_quality,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
cy,dropped_quality,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
cy,dropped_quality,Usage of Articles,With articles / Less frequent articles,direct,direct,,
cy,dropped_quality,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
cy,dropped_quality,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
cy,dropped_quality,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
cy,dropped_quality,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
cy,dropped_quality,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
cy,dropped_quality,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
cy,dropped_quality,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
cy,dropped_quality,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
cy,dropped_quality,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
cy,dropped_quality,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
cy,dropped_quality,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
cy,dropped_quality,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
cy,dropped_quality,Usage of Formal Tone,Formal / Informal,direct,direct,,
cy,dropped_quality,Complex Sentence Structure,Complex / Simple,direct,direct,,
cy,dropped_quality,Usage of Contractions,With contractions / Without contractions,direct,direct,,
cy,dropped_quality,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
cy,dropped_quality,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
cy,dropped_quality,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
cy,dropped_quality,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
cy,dropped_quality,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
cy,dropped_quality,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
da,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
da,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
da,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
da,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
da,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
da,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
da,kept,Usage of Active Voice,Active / Passive,direct,direct,,
da,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
da,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
da,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
da,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
da,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
da,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
da,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
da,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
da,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
da,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
da,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
da,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
da,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
da,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
da,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
da,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
da,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
da,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
da,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
da,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
da,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
da,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
da,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
da,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
da,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
da,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
da,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
da,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
da,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
da,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
da,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
de,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
de,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
de,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
de,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
de,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
de,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
de,kept,Usage of Active Voice,Active / Passive,direct,direct,,
de,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
de,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
de,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
de,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
de,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
de,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
de,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
de,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
de,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
de,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
de,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
de,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
de,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
de,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
de,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
de,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
de,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
de,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
de,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
de,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
de,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
de,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
de,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
de,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
de,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
de,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
de,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
de,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
de,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
de,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
de,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
el,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
el,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
el,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
el,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
el,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
el,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
el,kept,Usage of Active Voice,Active / Passive,direct,direct,,
el,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
el,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
el,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
el,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
el,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
el,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
el,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
el,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
el,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
el,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
el,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
el,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
el,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
el,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
el,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
